"Title","Authors","Abstract"
"Healthy Women 2000: Health Information for All Ages","La Ventra Ellis-Danquah, coordinator, Community Health Information Services, and Gang (Wendy) Wu, instruction and health information services librarian; Vera P. Shiffman Medical Library, Wayne State University, Detroit, MI","This poster will outline the planning and implementation process for creating a "one-stop" health information program for college campuses. Information consumers still display interest in sharpening their skills on effectively and efficiently identifying and tracking relevant women’s health information on the Internet. Wayne State University Medical Library’s Community Health Information Services provides reference and information service to metro Detroit communities. With an increasing number of consumers requesting women’s health information via the Internet, academic librarians from Shiffman Medical Library sought the opportunity to collaborate with the College of Nursing faculty and students to design and implement a campus-wide program: "Healthy Women 2000: Health Information for All Ages". The collaborative partnership with academic librarians, local nurse practitioners, and the College of Nursing faculty, and students, added an exciting new dimension to traditional library-organized programs. The program was designed to address major concerns in women’s health as well as how to access quality health information using the Internet. The program featured: 1. a short talk delivered by the College of Nursing faculty addressing major women’s health issues from adolescence through seniors; 2. librarians’ demonstration on how to access reliable women’s health Websites including MEDLINEplus, other quality women’s health Websites, and Health Reference Center database; 3. blood pressure checks administered by nursing students; 4. hand-outs included a list of selective Internet resources on women’s health, health literature including pamphlets on women’s health conditions, women’s health organizations, clinics, programs, preventive care, and a list of local free or low-cost health care clinics; 5. a hands-on breast exam model featuring a normal and abnormal breast; and 6. Q & A. The final discussion summarized health-related issues and care with regards to age, ethnicity, and socioeconomic status. The program rendered such success that the planning committee was asked to re-implement the program at the university’s new Fitness and Recreation Center for the 2001 year."
"Fingertip files: medical students use personal digital assistants for clinical information","Brenda L. Seago, AHIP, director, Computer Based Instruction Lab and Chris Stephens, applications developer, School of Medicine, Virginia Commonwealt. University–Richmond","What kind of clinical information do third-year medical students need at their fingertips to help them treat patients? Traditionally, students have carried pocket-sized guides and cards. Our medical students are provided with fourteen team teaching rooms, which contain basic textbooks and computers with access to MEDLINE and the Internet, decision support software, and various computer-based instructional materials and general software. In a large teaching hospital, it is not practical for students to return to the team room every time they require information. The student technology fee monies enabled the Computer Based Instruction Lab (CBIL) to purchase fifteen Handspring Visors to be randomly distributed to second, third, and fourth year medical students. They were enrolled in a pilot project to test palm top software for possible clinical applications. All students were notified by email of the pilot project and asked to attend an informational meeting. More than a 100 out of a possible 500 students indicated an initial interest. Additionally, many students already owned and used palm tops and were invited to the informational meeting to explain why they used the palm tops and what software they found particularly helpful. After the meeting, seventy-eight students filled out a Web-based preliminary data form and explained what they thought were the possible benefits and possible obstacles for participating in the project. They agreed to submit usage experience reports and attend at least two out of five user group meetings. Fifteen participants were randomly selected from the interested students. The Visors were distributed after each of the fifteen signed a user agreement. A meeting was held to select appropriate medical software and to demonstrate how to download free software. An informational Web page was developed for the fifteen pilot project participants as well as other user group members. Ongoing technical support for the project participants was provided by CBIL. This electronic poster will outline project specifications and present pilot project user data, including evaluations of specific personal digital assistant clinical applications for medical students."
"Innovative uses for OCLC’s CORC pathfinder technology","Dawn Littleton, AHIP, coordinator, Education Technology, and Betsy Friesen, monographs and special formats cataloger, Bio-Medical Library, University of Minnesota–Minneapolis","OCLC introduced its new Cooperative Online Resource Catalog (CORC) as a pilot project in January 1999. The project has two main components: the Resource Catalog and Pathfinder Database. The catalog and pathfinders were made available to OCLC’s cataloging members in July 2000. The Resource Catalog includes descriptive records of selected online resources, while the Pathfinder Database was intended to provide online subject bibliographies of Web-based resources. The Bio-Medical Library began creating pathfinders in CORC during the early phases of the project. Initially, we used the pathfinder technology to create only subject bibliographies. We quickly found that this technology could be easily applied to create interactive teaching and learning tools. There are numerous benefits to using CORC pathfinder technology; these include an interface with the Resource Catalog, URL checking, wide accessibility, and cooperative ventures with technical services staff. Our presentation will show: 1. The ease with which pathfinders can be created with CORC technology. 2. Interactive examples of inventive pathfinder usage. 3. How pathfinders can be tailored to a variety of audiences. 4. The benefits of using CORC pathfinders for public services staff and clientele. CORC pathfinder technology offers staff of OCLC cataloging libraries many opportunities to creatively use this technology to serve their clientele."
"Going paperless: the interlibrary loan department, Microsoft Project, and ILLiad","Susan Lieberthal, document delivery librarian, Countway Library of Medicine, Harvard Medical School, Boston, MA","ILLiad Management Software has been chosen by the interlibrary loan/document delivery department (ILL) at the Countway Library of Medicine, Harvard University, to automate all processes. ILLiad offers many features suitable to a large medical library. It can handle DOCLINE and OCLC requests, has a document delivery component, and has a well-developed set of reports, including copyright reporting. In order to manage the transition of this complex department to an automated, paperless operation, the document delivery librarian is using the Gantt chart tool in Microsoft Project. Plotting each process in the chart assists in clarifying policies and processes for the library as well as for the ILLiad installers and is defining the special customization needed for Countway. Microsoft Project has many features similar to other Microsoft products, making it relatively easy to use. In Microsoft Project, it is possible to enter scope, time, and resources for each task, and notes can be attached. The resources section can be used to assign people to various responsibilities. Tasks can be linked and timelines established. As the tasks of the project are itemized, some key features have emerged: On the lending side, ILLiad needs to provide customized billing features allowing the ILL staff, when updating requests, to send billing either to Electronic Fund Transfer System (EFTS) or to the new central accounts receivable system at Harvard University. On the borrowing side, Microsoft Project is helping the department to define all eligible users and how they will be authenticated through the new medical school intranet. This includes research assistants placing requests for researchers through a proxy account. Microsoft Project assists the ILL department during staff meetings. Because the program is projected from a laptop on to a screen, everyone can participate in finding gaps in the processes and in making suggestions. As automating ILL cannot be successful without heavy involvement from the systems department, these meetings include the systems staff. Microsoft Project is providing both a big picture view and the means for collecting and sorting through details. This will facilitate the successful implementation of ILLiad in the ILL department."
"As real as it gets: the use of ScreenCam, a personal computer screen recording application, to create a Web-based tutorial","Haldor Lougee-Heimer, information services librarian, Medical Sciences Library, and Afsar Mohiuddin, systems administrator, New York Medica. College–Valhalla","Purpose: This poster will describe the use of ScreenCam, a personal computer (PC) screen recording application in the creation of a Web-based tutorial. Setting/Participants/Resources: A suburban/metropolitan medical school library committed to real-time instruction. Faculty informally communicated to librarians the need to have instruction available at their desktops. Third and fourth year students are off-campus, and this tutorial provides a means to continue providing them with instruction. There is thus an ongoing effort to evaluate user needs, draw together limited resources, and utilize available technology to produce high-quality instruction. Brief Description: Web-based tutorials offer the advantage of being unrestricted by time, distance, or the need for an instructor, as well as providing both a reference source and a refresher course that is always available. While there has been a proliferation of such tutorials, they remain, for the most part, text-based, and supplemented and supported by still imagery. Purchase of SceenCam software, an inexpensive PC screen recording application, provided a unique opportunity to construct a tutorial that pilots live imagery with audio or captions: recorded real-time examples that raise the level of Web instruction. A Basic Internet Tutorial was selected for the pilot, as it is entirely situated on the computer screen. Recording what takes place in carefully selected segments (movies) and then embedding these in the tutorial for replay, provides a nearly perfect example and replication of real-time Internet activity without the presence of an instructor. Additionally, this successfully addresses the faculty’s preference of one-on-one "consults" to classroom instruction, along with addressing students rotating through sites off campus. Results/Outcome: A Web-based tutorial about the Internet that provides a significant portion of its instruction with recordings (movies) of realtime activity. Evaluation Method: User satisfaction is being evaluated by means of a gate counter, email response, a one-time test group, and an online evaluation form. Faculty and students are surveyed to determine which information resource will be the next course developed using this Webbased teaching approach."
"Introducing access to electronic health information for the public: Webster Parish libraries meet NLM","Dennis Pernotto, Ph.D., head, IAIMS; James Pat Craig, director; Rosa Chilton, head, User Education and Outreach Services; Dixie Alford Jones, AHIP, head, Reference Section; Michael Watson, M.D., assistant director, Systems; Medical Library, Lousiana State University Health Sciences Center–Shreveport; and Eddie Hammontree, director, Webster Parish Library System, Minden, LA","Purpose: To extend electronic health information services to rural Webster Parish by sharing information resources of NLM with health care providers and consumers in heavily concentrated minority populations through the use of advanced technological applications. Settings/Participants/Resources: A collaborative effort between the Louisiana State University Health Sciences Center–Shreveport Medical Library and the Webster Parish Library focuses on the development of a Website, which is easily accessible to consumers and to health care personnel. Brief Description: This project specifically demonstrates assistance to the marginally literate in rural parishes of the lower Mississippi delta project of the NN/LM program of NLM and to those in underserved areas of Northwestern Louisiana. Major features include: (1) training public librarians to use NLM databases, (2) developing a working model in one rural parish that can readily be transferable to all of the rural parishes of Northwestern Louisiana, (3) testing the practicability of the proposed model, (4) evaluating the effectiveness and impact of the model, and (5) exporting the results of the study on a local, regional, statewide, and national basis. Results/Outcome: The project demonstrates how any health sciences center (HSC) library can more effectively extend access to consumers and health care personnel. It also furthers the integrated approach to information management advocated by the Matheson-Cooper Report. Finally, it provides a model for the broader distribution of future electronic health information. Evaluation Method: Evaluation was gathered through forms completed by the public librarians who received training, through forms completed by consumers at the public libraries, and by recording the numbers of hits on the Website. Project supported in part by NLM Grant # N01-LM-6-3525. "
"The Utah Consumer Health Information Network (uchin.med.utah.edu)","Elizabeth Workman, University of Hawaii, 1993, affiliate librarian, Eccles Health Sciences Library, University of Utah–Salt Lake City","In May 2000, the Eccles Health Sciences Library, in collaboration with the Health Round Table of the Utah Library Association, launched the Utah Consumer Health Information Network (UCHIN). UCHIN is a consumer health information resource that simultaneously serves and combines the services of libraries and health care providers throughout Utah. The project’s primary goal is to reach consumers at the point of need, whether in a hospital, at home, or at the library. In order to fulfil this goal, a librarian and round table member created a Website that provides utilities for consumers, providers, and librarians. For consumers, there is an extensive list of evaluated Websites, plus contact information and links for community libraries throughout the state. For health care providers, the UCHIN Website provides access to evaluated patient education handouts and professional resources (state medical association, state health department, PubMed, and other NLM services, etc.). Librarians can find collection management materials (core lists and other bibliographies, deselection guidelines, etc.) instructional aids, and access to Internet evaluation criteria. The expected results of the UCHIN project include improved information services for consumers, higher visibility for library services, increased access to useful materials for physicians, and assistance for librarians in collection development, patron instruction, and professional development in the field of consumer health reference. The primary anticipated outcome is better communications and a sense of teamwork among those who serve health consumers in Utah."
"Emerging handheld technologies in the medical field","Annamae Trypus, graduate assistant, Library, All Children’s Hospital, St. Petersburg, FL","The use of handheld computers or personal digital assistants (PDAs) by doctors and other medical staff has increased dramatically in recent years. PDAs help free doctors from stationary desktop computers allowing them to access information from anywhere. Doctors can retrieve and update medical records as they move from patient to patient, lowering the risk of medical errors caused by incomplete records, illegible handwriting, or the doctor’s inability to recall patient details long after they have spoken with the patient. Doctors can use the PDA to answer several questions on a decision tree to determine a patient’s risk level at the patient’s bedside. Doctors may also use their PDAs to access online databases and full-text books such as Physician’s Desk Reference. Because the librarian is a key portal to new ways of finding and utilizing information, the medical staff will naturally turn to the medical librarian for assistance with handheld information. It is vital that the librarian be aware of this technology, how to use it, and how best to address the needs of doctors regarding PDAs."
"From the ground up: development of a Web-based online tour and orientation","Jeanne Larsen, assistant director, Information Services, and Taeyeol Park, curriculum support specialist, Dahlgren Memorial Library, Georgetown University Medical Center, Washington, DC","Purpose: This poster will chronicle the development of the Dahlgren Library’s online tour and orientation. Our primary goal in developing the online tour and orientation was to provide an easily accessible resource that could be used with orientation sessions and is available to patrons around-the-clock. Future features of the online tour and orientation include value-added components such as library skills evaluations that will be linked to the tour site. Setting/Participants/Resources: Georgetown University’s Dahlgren Memorial Library is a multi-level collection housing over 186,000 books, 1,000 journals, 400 electronic resources, and 3,500 multimedia and software resources. The library serves more than 5,000 students, physicians, and allied health personnel. The beginning of each academic year sees an influx of 500 new students, few of whom are familiar with the layout of the library or location of various resources within it. Brief Description: In February 2000, under considerable time, staff, and resource constraints, the Education Team at Dahlgren Memorial Library initiated discussion about developing an online tour and orientation to be utilized during Fiscal Year 2001 orientation sessions. Creating an effective online tour and orientation meant drawing on the talents, resources, and unique perspectives of a diverse group of library personnel. This poster will describe the process from inception to completion, including how the resource was utilized during orientation sessions, and possible future applications for this resource. Results/Outcome: The finished product, which is located at www.dml.georgetown.edu/library/tour-orient.html, was a carefully planned and executed effort, which produced an online resource that saves time and paper costs. Our online tour and orientation can serve as a template for other academic libraries seeking to stem the rising costs of paper handouts. It also serves as a ready reference source for library patrons any time of day or night, often alleviating the need for personal assistance. Evaluation Method: We solicit feedback from patrons via a "comments" link and will continue to monitor our patrons’ responses."
"Going solo on OT SEARCH: a bibliographic database in occupational therapy","Maria Tsitseras Sylvain, reference librarian, American Occupational Therapy Foundation, Bethesda, MD","Technology constantly challenges librarians to provide current training for online databases for its users. The rapidly increasing pace of technological advancements can leave librarians communicating via email or telephone with frustrated patrons at a remote site. Online tutorials are effective training materials that are ideal for delivering informative, unsupervised training for both individuals and large audiences at any remote location. The recent upgrade to OT SEARCH has spurred an urgent need for online user training at the Wilma L. West Library. As a result, the library has created online tutorials on how to search OT SEARCH in an effort to increase communication with its users and to empower them to search and retrieve information. The online tutorials are supplemented by a series of printed tutorials that are published in OT Practice, a popular periodical among occupational therapists and occupational therapy students. OT SEARCH is a bibliographic database covering the literature of occupational therapy and related subject areas, such as rehabilitation, education, psychiatry or psychology, and health care delivery or administration."
"Introducing a Web-Based consumer health information database?","Caryn Scoville, public services librarian, and Ann Thering, graduate library assistant, J. Otto Lottes Health Sciences Library, University of Missouri–Columbia","Purpose: This report describes the collaborative development of a new Website to serve as a portal for consumers seeking health information, with a special focus on resources available in the state of Missouri. In conjunction with the Patient Education Department of University of Missouri Health Care, the Information Services Department of the J. Otto Lottes Health Sciences Library has developed a patient-education Website to provide patient education and consumer health information for the general public, as well patients and physicians at University of Missouri (MU) Health Care. Brief Description: The Website will be dynamically linked to an Oracle database. Content will include all patient-education materials produced at University of Missouri Health Care, links and descriptions of online support groups and Missouri support groups that meet in person; MICROMEDEX CareNotes; over 700 health questions and answers generated through an online question-and-answer service; and other Missouri health resources. All records will be searchable by broad and more specific subject categories, title, and keyword, and are being indexed using the National Library of Medicine’s MEDLINEplus’s subject headings. Additional keywords are also being assigned to enhance searchability. Results/Evaluation: User-testing of the site will ensure a friendly interface and help eliminate problems. Staff at MU’s Health Information Center, located in a local shopping mall and staffed by registered nurses, will be trained in the use of the site and its content to enhance their ability to provide health information to the public. In addition, training in the use of the site will be offered to public librarians in Missouri and to the public in Columbia, Missouri."
"Train-the-trainer (TNT): gateways to quality health information","Diana Robertson, library services co-ordinator; Margaret (Peg) Allen, AHIP, library consultant; Suzanne Matthew, Ph.D., executive director; and Colleen Crowley, outreach librarian; Northern Wisconsin Area Health Education Center–Wausau","The train-the-trainer concept is being used today in everything from fire safety to adult education instruction. The extrapolation into the library information field was only natural. One of the main goals of the third and fourth year of a four-year National Library of Medicine grant awarded to Northern Wisconsin Area Health Education Center (NAHEC) is to facilitate consumer access to health-related information resources. Train-the-trainer fit with this goal by using already established relationships to increase consumer awareness. The health care providers and public health departments in the geographic areas were the original partners. They were invited to bring their community public and school librarians. The train-the-trainer workshops consisted of basic training tips, PowerPoint presentations available to them on disk and downloadable from the Web, a workbook, and a preparation checklist. Computers were funded and distributed to partners to be placed in public areas and were set up with the consumer health information Web page of NAHEC as the home page of their browsers. There were three types of workshops and one demonstration presentation. The demonstration presentation was meant for an audience who could then attend the workshops and encourage others to participate. The intended audiences included interested parties in hospital auxiliaries, senior center clubs, and community clubs, such as Rotary. The workshop participants came out of these demonstration presentations. The three types of workshops include an introduction to the Windows operating system "Introduction to Windows and the Internet," an introduction to email "Conversations On-line: E-mail basics," and searching the Internet "Searching the Internet for Quality Health Information." The availability of all these tools will enable communities to better train each other on how to find quality health information on the Internet. Posters will include training materials and forms used for evaluation."
"An odyssey through gray literature access by the establishment of a Web searchable state morbidity database","Kathryn E. Kerdolff, AHIP, reference librarian, Health Sciences Center Library, Louisiana State University–New Orleans","The purpose of this electronic poster is to demonstrate the establishment of the Web-searchable State Morbidity Database (melvil.lsuhsc.edu/ ris/risweb.isa), a database of cataloged, linked, and indexed state health publications. State publications are considered "gray literature," because they are not indexed by any of the published indexing sources and have limited distribution. They do however provide current, detailed, local health information. The database provides Internet access to the publications by linking to the full-text copy or locating a copy from a library catalog. During the electronic poster demonstration, publications will be identified and located using the Internet site created for this purpose. Showing the actual cataloging and indexing procedures for an example publication will also demonstrate bibliographic management of these publications in a Web-searchable database. This project started as a necessity for our librarians to quickly locate local disease incidence and prevalence reports. We cataloged and indexed our state publication, the Louisiana Morbidity Report (LMR) and made it accessible in a searchable bibliographic database via the Web. While some states have indexed these publications, we recognized that other states’ equivalent publications had similar access problems. Locating the specific publications is less straightforward when the reports are not cataloged or indexed. The State Morbidity Database, modeled from the LMR, was started to provide easier access to these morbidity publications from other states. Currently, we have identified and have links to morbidity publications for each of the fifty states. This demonstration will be of interest to anyone who manages gray literature, small ready reference collections of items that are high use but difficult to locate because of lack of indexing. Our newspaper clipping file and faculty publications files were created and are managed following this same format."
"Creating search strategies from clinical scenarios","Shawn Manning, coordinator, Educational Services, Medical Science Library, New York Medical College–Valhalla","Purpose: This poster will report on use of clinical scenarios and the construction of proper search terms and strategies. Setting/Participants/Resources: The classes, which were held at the Medical Science Library, are open to the college’s medical students, as well as family medical practitioners with voluntary or full-time faculty status. The resources used, as appropriate to the clinical questions, are: PubMed, WebSpirs, StatRef, MDConsult, and the Cochrane Library. Brief Description: After conducting online and hand searches, as well as receiving suggestions from family medicine faculty, several clinical scenarios were devised. This poster will report on the construction of the clinical scenarios, along with how class participants were taught to break the clinical scenario into search terms. Results/Outcome: Participants are able to break down a scenario into search terms and determine the most efficient resource to use and the proper treatment to be used. Evaluation Method: Likert Scale evaluation."
"A 2001 space odyssey: where to house the consumer health information in an academic library?","Hannah M. Fisher, AHIP, associate librarian; Fred L. Heidenreich, M.Ed., AHIP, librarian; Nga Nguyen, library specialist, senior; Gerald J. Perry, AHIP, associate librarian; Mary L. Riordan, AHIP, associate librarian; Jose Solorzano, support systems analyst; Catherine L. Wolfson, AHIP, associate librarian; and David Howse, associate librarian; Arizona Health Sciences Library, University of Arizona–Tucson","Staff at the Arizona Health Sciences Library (AHSL) have participated in a number of consumer health-oriented initiatives, including an effort to provide health professionals at the university medical center (UMC) with support for delivering patient-appropriate, knowledge-based resources. To provide the best possible information service, a committee from the library’s Information Services Department developed a proposal to allocate space for a consumer health collection to serve UMC patients and families and members of the general public. This process included an informal email discussion list–based survey of academic medical libraries, consultations with the UMC Patient and Family Education Council, and analysis of local experience. After study and discussion, the committee made recommendations for the location and space requirements for a separate consumer health collection. The committee recommended that the library catalog all consumer health materials in the standard NLM classification but house them apart from the reference collection. Call numbers, special labeling, tape, and signage were suggested to identify the collection materials and location. Because the university medical center serves a diverse clientele, the library wrote information brochures in different languages to assist consumers in their quest for health information. "Prescription for Information Therapy" forms were created for health professionals to promote the referral of patients and their families to Information Services/Reference staff. The forms specify diagnosed conditions and the health information needs of the referred individuals and assist the reference librarians to identify materials that best meet those needs."
"Information services outreach to health professionals serving Hispanics in the Northwest Ohio Region","Marlene Porter, head, Information Services, R.H. Mulford Library, Medical College of Ohio–Toledo","According to government reports, Hispanics are an underserved population when it comes to medical care. With statistics showing that Northwest Ohio has a fairly large Hispanic community, an information outreach subcontract was granted to the Mulford Library of the Medical College of Ohio-Toledo through the National Network of Libraries of Medicine (NNLM/Greater Midwest Region–NO1-LM-6-2523). This project created a relationship between the Mulford Library and health care professionals who care for Hispanics in five northwest Ohioclinics (3 in Toledo, 1 in Fremont, and 1 in Willard). Internet connections for accessing MEDLINE, Loansome Doc, and other library and Internet resources were established. Resource training was conducted by the regional library to familiarize the health care professionals in these systems with emphasis placed on utilizing electronic resources in serving Hispanic patients. This poster documents the project from inception to evaluation."
2001-the final chapter: a collaborative project of the Consumer Health Committee of the Georgia Health Sciences Library Association","Jan H. LaBeause, AHIP, director, Medical Library and Learning Resource Center, Medical Library, Mercer University School of Medicine, Macon, GA; Carolyn M. Brown, AHIP, reference librarian, Health Sciences Center Library, Emory University School of Medicine, Atlanta, GA; Rebecca R. Fehrenbach, head, Information Center, Greenblatt Library, Medical College of Georgia–Augusta; Mary Fielder, AHIP, outreach librarian, Three Rivers Area Health Education Center, Columbus, GA; Pat Herndon, librarian, Shepherd Center, Noble Learning Resource Center, Atlanta, GA; Lee R. McCarley, AHIP, outreach librarian, Southwest Georgia Area Health Education Center, Albany, GA; Roxanne M. Nelson, RN, head, Public Services, Medical Library, Mercer University School of Medicine, Macon, GA; Beth C. Poisson, branch librarian, Multi Media Center, Morehouse School of Medicine, Atlanta, GA; Annette J. Sheppard, health sciences librarian, Professional Library, St. Joseph’s-Candler Health System, Savannah, GA; Lisa P. Smith, outreach librarian, Magnolia Coastlands Area Health Education Center, Statesboro, GA; Rita B. Smith, RHIC librarian, Mercer University School of Medicine, Macon, GA; Kathryn J. Torrente, AHIP, head, Reference and Instructional Services, Health Sciences Center Library, Emory University School of Medicine, Atlanta, GA; Linda Venis, library services manager, Kennestone Health Science Library, WellStar Health System, Marietta, GA; Mia Sohn White, AHIP, reference librarian, Health Sciences Center Library, Emory University School of Medicine, Atlanta, GA; and Cathy Woolbright, director, Medical Library, Columbus Regional Healthcare System, Columbus, GA","Members of the Consumer Health Committee of the Georgia Health Sciences Library Association (GHSLA) authored the final chapter in Preventive Medicine and Patient Education to be published by W. B. Saunders in February 2001. Co-edited by Alison Lauber, M.D., and James B. Labus, PA-C, the handbook was written "to provide a comprehensive reference book to clinicians of all levels …designed to educate the clinician in order to facilitate patient education." The librarians’ chapter (entitled "Resources") consisted of annotated resources (i.e., government agencies, institutes and health centers, national professional associations, nonprofit organizations, support groups, newsgroups, email discussion groups, Websites) on each of the topics covered in other chapters of the book: "General Preventive Strategies," "Alternative Medicine," "Cultural Influence," "Domestic Violence," "Environmental Health," "Epidemiology," "Exercise," "Genetics," "Geriatrics," "Home Safety," "Immunizations," "Literacy & Health," "Nutrition," "Trauma," "Travel Medicine," "Cardiovascular," "Bone & Joint Disorders," "Gastrointestinal Disease," "Infectious Disease," "Mental Health," "Metabolic Conditions," "Neoplastic Conditions," "Neurologic Disease," "Substance Abuse," "Men’s Health," "and Women’s Health." Complete contact information was included for organizations, associations and support groups, government agencies and offices, and other Websites (i.e., sponsored by educational institutions or commercial enterprises). An introduction included tips for evaluating resources and information, locating and joining electronic discussion groups, and using information brokers or personal search services in lieu of searching personally. Fifteen GHSLA members served on the committee: eight academic librarians from all four of Georgia’s medical schools (Emory University School of Medicine, Medical College of Georgia, Mercer University School of Medicine, Morehouse School of Medicine), four hospital librarians and three Area Health Education Center (AHEC) outreach librarians. They were assisted by colleagues at the National Network of Libraries of Medicine, Southeastern/Atlantic Region, Baltimore, MD; the Centers for Disease Control and Prevention, Atlanta, GA; and the Nicholas Davies Community Health Library, Atlanta, GA. Committee members are listed as chapter authors and GHSLA received $10 per published page. The project provided a unique opportunity for the librarians to use their expertise in locating quality information resources and be recognized as part of the health care team."
"Building on the foundation of "Mastering Medical Information": reinforcing information retrieval skills at the University of Rochester","Julia Sollenberger, AHIP, director and assistant professor, Medical Informatics, and Kathryn W. Nesbit, AHIP, coordinator, Education Services, Edward G. Miner Library, University of Rochester Medical Center, Rochester, NY","For true mastery of information retrieval skills, students must receive frequent reinforcement of the basics introduced to first-year medical students at the University of Rochester (UR) during the course "Mastering Medical Information (MMI): Foundations for a Lifetime of Learning." The problem-based learning (PBL) environment of the school’s new Double Helix Curriculum requires that students begin their undergraduate medical education with a strong foundation in searching for and evaluating information and then applying that information to a clinical case. Basic MEDLINE searching skills are covered in hands-on computer labs in the MMI course during the first four weeks of the curriculum, with a required homework assignment and a graded exam. Basic skills are not sufficient, however, in this information-intensive world; librarians and faculty at the UR are working together to provide experiences that support continued skill-building and enhanced knowledge of resources in evidence-based medicine. Later in their first year, students receive two more "interventions." First, they are given advanced searching instruction as part of an evidence-based medicine lecture in their eighteen-month Ambulatory Clerkship Experience (ACE), followed by an assignment. Students develop a clinical question from an actual patient encounter, search that question on MEDLINE, find a research article on the topic, and then evaluate the article using evidence-based medicine criteria. Students receive individual feedback on their clinical questions, and then, after performing a MEDLINE search, meet with a librarian for forty-five minutes to discuss search strategy and to reinforce techniques for searching for evidence-based medicine resources used in clinical decision-making. In the spring of Year 1, all students receive a standardized MEDLINE search question as an assignment in their Host/Defense course. Librarians evaluate each search by comparing it to a "gold standard" search strategy, and students receive written feedback. By having repeated interactions with library staff, the students are able to enhance their information retrieval skills. An individual student’s progress can be tracked from one assignment to the next and assistance offered where appropriate. Students’ information retrieval skills will be formally assessed as part of the comprehensive exams administered at the end of their second year. A single-sheet PowerPoint poster will be prepared utilizing rich color and graphics to illustrate content. An illustration of a DNA double helix will form the basis of the design."
"Imaging: what we learned when scanning text for data entry in an osteopathic literature index database","Lynn F. Johnson, CAS, special projects librarian; Ann Brooks, MBA, AHIP, associate director, Public Services; B. Carter, special projects librarian; Craig S. Elam, AHIP, associate director, Technical Services; and Dohn Martin, associate director, Medical Informatics; Gibson D. Lewis Health Sciences Library, University of North Texas Health Science Center–Fort Worth","A current trend in the information industry is digital imaging. The Gibson D. Lewis Health Sciences Library at the University of North Texas Health Science Center–Fort Worth (UNTHSC–FW) is using optical character recognition (OCR) technology for data entry of selected journal abstracts into an Osteopathic Literature Index Database. Because scanning was an add-on to the original project, adaptations were made that created both opportunities and challenges. Valuable insights have been gleaned from using this technique for data entry, including issues of software compatibility, post-scanning processing, staffing, and training. Conclusions for efficiency and effectiveness will be suggested. Solutions, change of procedures, and "how we would do it if we could do it all over again" will be addressed. The original project began in 1997, when the UNTHSC–FW and the Kirksville College of Osteopathic Medicine (KCOM) libraries were awarded a five-year $385,000 contract to develop the world’s first comprehensive index to the international osteopathic literature. The Osteopathic Literature Index Database is being sponsored by the American Osteopathic Association (AOA) and the American Association of Colleges of Osteopathic Medicine (AACOM)."
"Library use survey of University of Texas Health Science Center–San Antonio faculty: comparison of 1996 and 2000","Jonquil D. Feldman, assistant to the library director, and Virginia M. Bowden, Ph.D., AHIP, Library director, Briscoe Library, University of Texas Health Science Center–San Antonio","In the spring of 2000, the library of the University of Texas Health Science Center–San Antonio (UTHSCSA) conducted a survey of a random sample of UTHSCSA faculty on their library use and perceptions of the collection and services. Questions were based on the faculty survey that had been conducted in 1996, with minor changes to account for resources that were not previously available. The survey measured how important the library resources and services are to professional productivity. Specific questions measured perceptions about the library’s electronic information resources, including full-text journals and databases and frequency of printing versus reading the documents on the screen. Open-ended questions elicited opinions on fee increases and prioritizing in times of limited funding. Responses were compared with the 1996 survey, with gratifying results showing that respondents in 2000 reported using library resources more, and the importance of resources and services had not changed significantly. This poster will show the survey and evaluation results."
"Merging the library with the medical curriculum: a Web-based approach","Jacqueline Scolari, Ph.D., director, Medical Resource Center, and Sarah Merideth, curriculum coordinator, School of Medicine, Southern Illinoi. University–Carbondale","The school of medicine recognizes the importance of the library in delivery of the curriculum. To this end, the library strives to provide meaningful information resources and educational tools for students and faculty in the first-year medical curriculum. The school of medicine curriculum is problem based and emphasizes the importance of self-directed learning. Students work in small groups with a faculty facilitator to develop learning issues for research and further study. This research directly involves exploration of print and electronic resources. The purpose of this project was to create a Web-based resource that provides information essential to successful progress through the first-year medical curriculum. Components of the Website: Library—General Information, Library hours, Holiday schedule, Circulation periods, Special services (including renewing or requesting material) Curriculum: Annual calendar, Weekly unit calendars, Resource faculty lists and links, Group lists, Learning issues, Clinical experience schedules, Other curriculum documents Research and library links: Campus libraries, Research sources (including links to the library vertical file, medical databases, online journals, and curriculum related Websites) News and events: Exhibits, New library resources Written student and faculty, surveys are used to provide feedback about the Website. Respondents are asked to evaluate the site, as well as recommend additional resources for the library’s collection. On the survey, respondents also are asked to provide suggestions for additional links and other improvements. Surveys are collected and compiled at the end of each curriculum unit. Consideration is also given to these responses when editing and updating the library and curriculum Website. In addition, data is collected as part of a longitudinal research project."
