"Title","Authors","Abstract"
"PR power for a library on the move","Erika Sevetson, information services librarian; Michael Venner, information services librarian; Sylvia Contreras, assistant director; and Natalie Norcross, AHIP, assistant director; Health Sciences Libraries, University of Wisconsin– Madison","Purpose: This poster will report on the work of the Public Relations (PR) Committee to prepare staff and constituents for the merger and move of the libraries into a new building. Setting/ Participants: A large academic health sciences library, comprising three locations. Brief Description: The PR Committee was one of several committees formed to prepare for a library move and merger. The committee was charged with ensuring that information regarding the new building and move be communicated internally to all staff and externally to our users and to other campus libraries. Goals (short- and long-term) and ground rules for meetings were set, and communication vehicles as well as a user base (primary, secondary, and tertiary patrons) were defined. A marketing campaign will highlight library services, staff accomplishments/availability, and the new facility. This campaign will be directed at four core groups: students, faculty, researchers, and health care providers employed by the university. Results/Outcome/Conclusion: The PR Committee has been responsible for unifying the messages sent to staff and users. Accomplishments to date include a building Website and FAQ, a 'rumors' page on the staff intranet, several articles in the library newsletter, news items on the libraries' Website, and consistent signage around the libraries. The marketing campaign will use the opportunity provided by a new name, location, and facilities to rebrand our services. The committee's efforts also will be important after the merger of the three libraries, as we continue to focus our message."
"License to fill: seizing the power and providing patrons with materials from a remote storage facility","Melanie J. Norton, interlibrary loan librarian, and Adam S. Vardaman, interlibrary loan lending assistant, Resources Management, and Carol Jenkins, AHIP, FMLA, director, Health Sciences Library; University of North Carolina– Chapel Hill","Objective: To review pertinent factors and share the lessons we learned for planning and accessing materials from an off- site storage facility during renovation. Methods: With today's rapidly advancing technology and increasing demand for information, many libraries are experiencing the need for more space. In preparation for renovation at the Health Sciences Library at the University of North Carolina-Chapel Hill we decided to place all pre-1992 materials in an offsite storage facility. The number identified was 107,800 monographs and 182,200 journals. While these items were in storage, we continued to meet user needs by accessing books and providing articles from stored journals. Data collected on the most-asked-for journal titles as well as the years requested and the total number of requests will be shared. This poster will examine factors to consider when moving a library collection to an off-site facility such as assessing the collection to be moved, the level of service that needs to be provided, and the costs of providing access versus ordering on interlibrary loan. Whether a library is undergoing renovation or trying to free up space, our experience dealing with an off-site storage faclity may be helpful to other health sciences libraries. Results: We underestimated the demand for older material. We received over 10,000 more requests than expected. Twenty- four hour turnaround times became impossible due to the volume of requests. Our service was free. Given free service, patrons could order anything they might use and decide later if the item was needed or not. As a result our workload increased, necessitating extra staff and exceeding cost expectations. The storage facility we used was not equipped to handle the 13,000 requests. As a result, we experienced delays in delivery and frustration with quality of service. Conclusions: Lessons learned from our off-site storage experience: Never underestimate the value of and demand for older materials. Consider a small copy fee to help limit the volume of requests and to offset service costs. Find a storage facility that can accommodate your needs and meet expectations."
"The combined power of metadata standards and controlled vocabularies in the Health Education Assets Library (HEAL)","Shona R. Dippie, associate research librarian and metadata specialist/cataloger, and Sharon E. Dennis, librarian, Eccles Health Sciences Library, University of Utah–Salt Lake City; Sebastian Uijtdehaage, assistant professor, Medicine, and assistant director, Instructional Design and Technology Unit, David Geffen School of Medicine, University of California– Los Angeles; Chris Candler, associate dean, Education, assistant professor, Medicine, and director, Office of Educational Development and Support, College of Medicine, University of Oklahoma–Oklahoma City; and Sandra A. McIntyre, program manager, David Geffen School of Medicine, Office of the Dean, Center for Education, Development, & Research, University of California–Los Angeles","Objective: The Health Education Assets Library (HEAL), a  digital library project, was undertaken to provide free, high- quality digital materials that meet the needs of today's health sciences educators and learners while respecting ownership and privacy. The project team developed and subsequently refined a custom metadata specification including domain- specific extensions with controlled vocabularies to accommodate new features and more complex multimedia, enhancing accessibility and resource management. Methods: High-quality metadata was crucial to the federated library collection model, which used metadata shared via Open Archives Initiative protocols or other means. Dublin Core compliance facilitated the creation of metadata crosswalks to translate from other standards to the project's custom schema based on the Instructional Management Systems standard. The project schema had twelve required metadata elements including title, contributor, and location. Optional metadata elements designed to meet the needs of the health sciences community included such items as radiograph type, disease/ process, and clinical history. A refined schema and specific policies were developed to address advanced system components, more sophisticated multimedia learning objects, and other issues the team identified during the cataloging and federation-building processes. Controlled vocabularies like the Medical Subject Headings (MeSH) were implemented to improve information retrieval and reduce obstacles to metadata record-sharing. Results: According to Website logs, the HEAL metadata schema has been downloaded by over 300 users since its release. Over a half a dozen institutions that are developing internal multimedia resource databases have adapted the schema for local use. We anticipate releasing an updated version based on user feedback by the fall of 2004. HEAL has been designed to facilitate the sharing and accessibility of a wide variety of multimedia resources located on many remote servers. The application provides educators with a single powerful search index and interface through which they can simultaneously query multiple collections. Conclusions: The HEAL metadata schema is the foundation for the digital library; the schema is based on international standards and includes a health sciences specific extension. It is the mechanism for enabling metadata sharing with partner collections. Controlled vocabularies further this goal by enhancing metadata accuracy and consistency. "
"Librarians empowering health science educators: collection development in an international multimedia digital library","Sharon Dennis, librarian, Multimedia Development, Spencer S. Eccles Health Sciences Library, University of Utah–Salt Lake City; Sandra McIntyre, program manager, David Geffen School of Medicine, University of California–Los Angeles; Shona Dippie, librarian, Multimedia Development, Spencer S. Eccles Health Sciences Library, University of Utah–Salt Lake City; Joy Summers-Ables, head, Library Computing and Information Systems, and Shari Clifton, associate professor and head, Reference & Instructional Services, Robert M. Bird Health Sciences Library, University of Oklahoma–Oklahoma City; Sebastian Uijtdehaage, co-director, HEAL Project,  David Geffen School of Medicine, University of California– Los Angeles; and Chris Candler, co-director, HEAL Project, School of Medicine, University of Oklahoma–Oklahoma City","Objective: An international digital library called the Health Education Assets Library (HEAL) was created to provide health sciences educators with high-quality, freely available multimedia teaching resources. HEAL initially housed a small prototype collection. The formation of a federation of international partners ensured the growth of the collection. A collection development policy guided acquisition of new collections and articulated the planned breadth and depth of the collection. Methods: The collection development policy included a prioritized list of subject areas as well as collection development criteria, metadata policy, accessioning workflow, and terms of participation for each partner. Federation partners were identified through postings on email discussion lists and networking at conferences. Collections were chosen to fill important needs within the digital library. Collections with complete metadata were brought into the digital library in one of two ways, depending on the technical capabilities and preferences of the partner: (1) setting up periodic metadata harvesting using the Open Archives Initiative (OAI) protocol, or (2) building a Web service that returns results on the fly from a partner's collection. Other collections were assigned metadata by the team's cataloger with subject headings using a controlled vocabulary. Unsolicited contributions were accepted through a Web-based form, with basic metadata supplied by the contributor, completing the four-pronged accessioning approach. Results: Three collections were added to the HEAL digital library using a combination of OAI metadata harvesting, Web services, and screen scraping. Justification for each method will be presented. Conclusions: Working with each collection partner required a different set of interactions and technical skills. In some cases, extensive metadata needed to be added to the multimedia items; in other cases, the metadata could be harvested directly from the partner's collection. Cataloging and subject-specific expertise was critical to the success of the project."
"Neuro-Ophthalmology Virtual Education Library (NOVEL) Project","Nancy T. Lombardo, systems librarian, and Valeri Craigle, digital resources librarian, Spencer S. Eccles Health Sciences Library, University of Utah–Salt Lake City","Objective: This poster will present a virtual library project, digitizing and archiving neuro-ophthalmology materials with funding from a three-year Information Systems Grant from NLM. The project aims to digitize significant collections of slides, video, and other media pertaining to neuro- ophthalmology and make them available and searchable to educational users via the Web. Methods: The project is a collaborative effort between an academic health sciences library and the North American Neuro-Ophthalmology Society (NANOS) and has been seeded with the collections of two prominent neuro-ophthalmolgists.   Slides, video, and animated material from these collections and from individual faculty around the world will be solicited and digitized to create a comprehensive digital collection covering the core neuro-ophthalmology subject areas. All material will be peer-reviewed by content experts. The collection will be searchable with metadata conforming to the standard set of fields in the Dublin Core. The entire collection will be contributed to the Health Education Assets Library (HEAL), which is a national multimedia database of health sciences multimedia materials. The Neuro-Ophthalmology Virtual Education Library (NOVEL) collection will also be accessible via the Web, where users will be able to browse by subject, collection, or case. This organized and indexed collection will be a valuable asset to neuro-ophthalmology educators, students, and patients. Results: More than 800 slides and 100 videos have been added to the collection. The ContentDM database is used to manage the collection and attach metadata. Neuro-ophthalmology is not well served by Medical Subject Headings (MeSH), so the project team is working with the NANOS to create a thesaurus to serve as controlled vocabulary for subject headings. The NANOS Web Education Committee has begun the peer-review process and procedures are being established to accomplish that task most effectively and efficiently. New collections are being solicited to expand the depth of the project. Conclusions: The NOVEL project is in the first of its three- year, grant-funded period. It is well on the way to establishing a significant collection of digital neuro-ophthalmology materials for educational purposes. Collecting accurate, comprehensive metadata and establishing working vocabularies have been the most challenging and time consuming aspects of the project. "
"Building a better Website through a collaborative Web development process","Barrie E. Hayes, systems development librarian; Barbara Lynn Eades, AHIP, Web development librarian; Michael J. London, Web developer/database administrator; Brian Hilligoss, systems development librarian; Robert Ladd, education media specialist; and Lisa S. Rae, director, Development and Communications; Health Sciences Library, University of North Carolina–Chapel Hill","Purpose: To present key goals, project stages, and collaborative relationships in a health sciences library Website development process. Setting: Academic health sciences library serving a large state university with multiple health professional schools, hospitals, and biomedical research facilities. In addition to the health sciences library, the university is also served by a main library system and a law library. Brief description: In late 2002, the University of North Carolina–Chapel Hill Health Sciences Library (HSL) initiated development of a prototype for its new database-driven Website. Prototype development has been led by a core project team and three supporting task forces, and it has followed a methodical, well-documented design process. A core goal specified for the prototype site is integration of content  currently housed by the library's two existing Websites into a single presentation. Integration of the HSL online content with the selected content from the main campus library's Web presentations, especially online subscription resources such as electronic journals, is also a goal. Usability testing has been incorporated at early and later stages of design to ensure the site functions well for users. Collaboration and consultation with library staff, users (through usability testing), and the main library has been central to the success of the development process and achieving project goals. Expected Results/Outcome: Development of a new Website to be released in spring/summer 2004."
"VIVO: the powerful Web Portal of Cornell University's Life Sciences Initiative","Susanne K. Whitaker, AHIP, public services librarian, Flower-Sprecher Veterinary Library, Cornell University, Ithaca, NY, and helen-ann brown, AHIP, information services librarian, Weill Cornell Medical Library, Cornell University, New York, NY","Objective: This electronic poster describes the development of a 'Virtual Life Sciences Library,' called VIVO, an extensive Web-based portal of resources and services in support of Cornell's Life Sciences Initiative (LSI). Design: As the center of the campus that brings information resources together, the library formed a committee of science librarians from Ithaca and the Weill Cornell Medical Library in New York City to determine ways of supporting this new Life Sciences Initiative. Described as the 'largest interdisciplinary scientific effort in Cornell's history,' this initiative seeks to enhance and support life sciences research and education by facilitating the collaboration of numerous scientists involved in many diverse areas. The LSI Library Committee began meeting biweekly in Ithaca with a conference call link to New York City in late 2002. A new bioinformatics librarian joined the group in February 2004. One of the first collaborative projects is the development of a unified Website that consolidates multidisciplinary resources into a single interface or portal. Primary users are expected to be current and prospective students (graduate and undergraduate), post docs, faculty, staff, and donors throughout the life sciences. Results/Outcome/Evaluation Methods: VIVO (vivo.library.cornell.edu) intends to provide convenient links to LSI-related web sites from all over campus along with direct access to library resources and services. VIVO features a powerful database that utilizes structured relationships among data elements, or ontologies, for indexing and locating faculty profiles, courses, graduate fields, research centers, facilities, core service technologies, bioinformatics tools and databases, and other related elements. To redesign the prototype main page, a survey has been conducted to assess the site's usability with particular attention to its organization, data element presentation, content, and usefulness to target audiences. This involved several focus group sessions and follow-up interviews. VIVO will be formally unveiled to the Cornell community in early May 2004. Conclusion: Our experience in developing VIVO can serve as a model for others in initiating similar multidisciplinary Web  portals. It also describes how a representative committee of focused creative people with Web design and building skills plus strong public service orientation can communicate and function effectively over long distances."
"Lighting the path to a powerful Web-based tutorial","Richard Nollan, AHIP, special collections librarian; Brenda Faye Green, instructional services librarian; and Lin Wu, reference librarian; Health Sciences Library, University of Tennessee Health Science Center–Memphis","Objective: In response to the demand for distance education and to bridge the gap between the library's services and the campus community, the library's instructional services, reference services, and campus faculty collaborated to create a Web-based library tutorial to help the campus seize the power of library resources. Descriptions/Methods: The Health Sciences Library serves a comprehensive health science center with six professional schools with approximately 2,000 students. The tutorial helps the campus population increase their basic library skills, find library resources, use the Web, cite sources, and use online pathfinders. This poster will share the overall development and assessment of the tutorial. Pros and cons of using a course management system (Blackboard) and Web development tools will be shared. The collaborative effort of assessing, designing, and evaluating the tutorial provides a powerful incentive, and the authors expect this will lead to further development of additional modules for the tutorial. Focus groups will provide review and feedback. The value of collaborating with several departments to accomplish the goal is also demonstrated."
"Library Web development: a decade in review","Mary E. Piorun, AHIP, associate director, Library Systems, and Robert Vander Hart, electronic resources librarian, Lamar Soutter Library, UMass Medical School, Worcester, MA","Objective: This poster examines how academic medical libraries have presented their Websites over the past decade. (1) How have advances in Web technologies influenced the 'look and feel' of the Website? (2) What other developments contributed to the evolution of medical library Websites? (3) How has the librarian's role in Web development changed in the last ten years? Methods: Reviewing the history of the Web and developments in new technology, we will note significant turning points in the design of our own library Website and that of other institutions of a similar size and mission. Using data and images from the Way Back Machine at www.archive.org, we will plot how changes in technology effect what information is presented, page layout, and usability. We will examine how changes in librarianship and the 'information explosion' have helped the medical library web site progress. Results: From examining our own Website history, we have determined that we were slow to implement new design technologies. Many of the technologies that were initially incorporated into the Web page design improved on graphical elements at first. Improvements on layout, searching, and form design soon followed. In 2000, a new underlying database   structure (using Cold Fusion) was added to the Website that allowed staff to better manage the large number of e-resources the library provided. Once a full-time position dedicated to Web management was created, our Website development was focused on layout and usability. Conclusions: From looking at other Websites of similar size, we have determined that many libraries' Websites progressed first as an 'online directory' providing basic information, then to a page that started to offer services such as request forms and links to an OPAC and/or MEDLINE, and finally to a dynamic site with electronic books, journals, and databases. Many institutions offer customized pages for individual users. Additional research is recommended."
"If you build it will they use it? Giving patrons control of their library Website experience","Michelle Frisque, head, Information Systems; Steve Hunt, Web librarian; Linda Walton, associate director; and James Shedlock, AHIP, director; Galter Health Sciences Library; Jon Handler, associate professor, and Michael Gillam, assistant clinical professor, Emergency Medicine Division, Department of Medicine; Northwestern University, Chicago, IL","Objective: The library recently launched a new Website, which was created to help the busy health care professionals manage their information needs. The overall objective of this project is to measure the usage of the customizable tools developed for this site and to determine how and if different user groups take advantage of the customization features. Methods: The customization tools that will be evaluated are the File Cabinet, a place where users can store and organize their favorite links; My E-Resources, a collection of the users' favorite e-resources; Quick Search, a metasearch tool; and Stay Current, which allows users to stay on top of the most recent journal literature. We will use quantitative and qualitative data collected over a six-month period to illustrate who is customizing, based on patron status and department affiliation and which tools they are customizing. Log files, database records, and user feedback in the form of surveys and one-on- one interviews will be analyzed to assess the popularity and effectiveness of the tools. Once the data are collected and analyzed, they will be used to improve the features as well as identify new tools that could be created for different user populations. Results: Preliminary results show that approximately 15% of the users registered to use the library's Website have customized at least one section. My E-Resources is the most popular customized section followed by the Stay Current, metasearch and finally the File Cabinet. Students and faculty customize more then any other group. Residents are the least likely to customize. A user survey was recently completed on the effectiveness of the customization tools. The results of this survey as well as other data will be evaluated to judge the effectiveness of the customization tools for each of our user groups. Conclusions: The library's Website was created to help our users manage their information needs. By evaluating the quantitative and qualitative data gathered, we are learning   whether the tools we created assist our users and how to improve them to continue our goal of helping them tame the information beast."
"Amplifying usability testing: harness the power of Camtasia Studio","Linda O'Dwyer, education librarian; Stephanie C. Kerns, head, Education and Outreach Services; Mark Berendsen, education librarian; Kurt Munson, head, User Services; Cheryl Powell, library assistant, and Linda Walton, associate director; Galter Health Sciences Library, Northwestern University, Chicago, IL","Objective: The library previously conducted Website usability testing using the 'intensive note-taking' method. Communicating user difficulties effectively and accurately to the Web designers has been problematic. Our goal was to find and assess a more reliable usability testing method, so everyone involved in the Website redesign—designers, programmers, and testers—could more objectively share the users' experiences of the Website. Methods: The library conducted usability testing of its new Website in fall 2003 using TechSmith's Camtasia Studio software. We used a similar set of tasks to those used in a previous usability study held in May 2002. This allowed us to obtain a correlative assessment of users' perceptions of the library Website and to see how the new testing method compares. Ten users were tested separately. Camtasia Studio was used to record each user's screen, clicks, and speech during the test. We watched and listened to each user's media file and extracted information for a usability report. We replayed problematic user interactions with the website for the programmers and staff involved in the design process. This meant that those not present at the user tests could interpret and understand more clearly why a particular section of the Website caused usability problems. Results: The test facilitators submitted a usability test report to the Website designers. In places where confusion arose as to the nature of the problem encountered by the user, the designers were able to play back the relevant portions of the Camtasia files. This effectively placed the designers in the same room as the test subjects. Conclusions: The use of Camtasia Studio may lengthen the usability reporting process, because the test facilitators and Website designers may have to replay portions of the file. However, the increased objectivity of the test and the improved accuracy of the results make Camtasia Studio an invaluable tool for usability testing."
"Sharing the code: the Health SmartLibrary experience","Steven Hunt, Web programmer, Galter Health Sciences Library, Northwestern University, Chicago, IL","Objective: The Health SmartLibrary Website features a customizable interface, a current awareness service, a personal file cabinet, and a multi-resource searching tool. It was completed under a grant from the National Library of Medicine (IS Grant #1 G08 LM07051-01A1). Our goal was to share the  code for these features with interested libraries and to learn what we could about such cooperation. Methods: Phase I: The Health SmartLibrary was presented and discussed at MLA and other meetings while still under development, and several informal contacts were made with colleagues interested in doing similar things at their own institutions. These colleagues were in similarly situated institutions and had some programming experience. They agreed to take the code we wrote, try to incorporate it into their own projects, and share their experiences as to the ease and effectiveness of implementation. Phase II: Next, we determined to make the code generally available to any library interested in downloading it. In order to make the code as portable as possible, each function was broken out into its own module designed to work as a plug-in to an existing Website. The modules were made available to any librarian who registered with us and agreed to give structured feedback. Results: Several librarians with varying levels of programming experience from other medical libraries took our code and tinkered with it on their own sites. Their experiences differed in many ways but most found they had to do considerable work to accommodate their existing environments. Not all modules worked as a simple 'plug-and-play.' In most cases, additional consultations had to be undertaken beyond the original documentation provided. Conclusions: We conclude that the work involved in making the various modules easily portable and adaptive to other environments was beyond our expectations, and in fact, would probably account for more time and work than the original programming itself. This is not to say that the participants' experiences were not instructive or valuable, or that other such code-sharing projects could not be successful, but the commitment of time and resources should not be underestimated."
"Power management: seize the crisis and make it work for you","Deborah Bonelli, library director, and Lisa Lin, AHIP, reference librarian, Medical Library, St. Barnabas Hospital, Bronx, NY","Objective: The resignation of the electronic resources coordinator created a crisis for staff and patrons. Remaining staff lacked confidence about providing multimedia services. Patrons expressed anxiety about losing a valued library service. This crisis produced two dilemmas. How to assure library users of continued multimedia services and how to train staff, bolster morale, and market library multimedia expertise to the institution. Methods: Motivating and training staff to create a tribute to the electronic resources coordinator in the form of a farewell movie resolved the crisis. The small hospital library staff learned to use iMovie, a powerful digital editing software, a compact Canon digital camera, and QuickTime Pro, to produce an eight-minute tribute to be presented at a hospital- wide farewell party attended by staff, patrons, and key hospital administrators.  Results: The project showcased the work of library staff who would soon be responsible for filling the role vacated by a key staff member. In the process, the remaining staff learned new skills, morale was bolstered, and their creativity and expertise were showcased to existing and potential users as well as to administrators. Existing clients were assured of continued multimedia services begun by the library earlier that year. Conclusions: Seizing the crisis and creatively transforming it into a positive and productive experience for staff resulted in a greater sense of staff involvement in work and the continued reliance of outside departments on the library's multimedia services."
"Seize the power of your patrons to promote your library","Amy G. Buhler, AHIP, reference librarian; Dwight Bennett, Webmaster; and Ned Davis, marketing and publications coordinator; Health Science Center Libraries, University of Florida–Gainesville","Objective: For an academic health science center (HSC) to succeed and flourish, getting administrative leaders to feel personally connected with the library is essential to ensure that support of the library is always in their plans and budgets. This poster will detail our library's 'RxEAD: Prescription for Knowledge' poster campaign, which promotes our continuing positive relationship with the faculty, staff, and students. Methods: HSC deans were asked to pose with a book that was important to them personally or professionally. These pictures of the leadership promoting library resources were produced as twenty-by-thirty-inch posters and placed in library display cases. Bookmarks with miniatures of the posters and library services information continue to be distributed to faculty, staff, and students. The RxEAD posters are not tied to a specific month or event but function more as a general library promotion and will be employed at several events during the coming year. We anticipate our gallery of Powerful People Who Love The Library will continue to grow. One administrator believes this will introduce students to university leadership and promote the libraries. Results: We achieved full participation from the HSC colleges; nearly every dean and program head personally participated. Several participants requested personal copies. Bookmarks of the posters were also successful—hundreds of each were distributed at various library and college functions. Another large-scale distribution is planned for the fall term. All the participants said they were honored to appear on a poster, and thanked us for the opportunity. Once posters were on display, other faculty and administration members asked about participating in next year's campaign. Conclusions: Although hard to quantify, we feel this campaign was very successful. We noted many positive comments and reaction to the posters and are certain of the value of making and reinforcing connections between the library and deans, administrators, faculty, staff, and students. One final measure of success: the RxEAD poster campaign won first place in this year's National Medical Librarians Month Creative Promotions Awards."
"Going for the green$$$$","Martha M. Studaker, AHIP, library director; Phyllis L. Reams, librarian I; and Sharon J. Williams, librarian I; Hamady Health Sciences Library, Hurley Medical Center, Flint, MI","Purpose: This poster demonstrates how a hospital library generates thousands of dollars in funds, enabling them to purchase without the administrative 'red tape.' Setting: It is a city hospital, but receives no funding from the city. Market share is split among three hospitals with the city hospital caring for 80% of uncompensated care. Every year, since 1995, the budget has been cut or remained flat. Description: The common refrain 'they should realize the worth of the library and provide funds accordingly,' does not take into account that while the library might truly be appreciated, money only goes so far. Charged with planning for the future financial viability of the library, an Endowment Fund was established. This was the catalyst for fundraising endeavors. The Endowment Funds currently total $276,000. An Annual Ball made the library a beneficiary of $107,000. Supplementing the solicited donations were small library fundraisers: bake sales, old book sales, raffles, and even a library cookbook. Additionally, since 1994, the library began fundraising in earnest, raising over $85,000 in 8 years. It began with a Hurleyopoly game. Then there were 'home shows gone corporate.' The library currently sponsors 10 fundraisers each year averaging $12,000 to $16,000 per year. These sales involve little time and effort from the library staff. The keys to success are institutional cooperation, location, payroll deduction, percentage negotiation, and products. This money translates into power: the power to purchase."
"The Arizona Health Sciences Library's 'Ask a Health Librarian' Project: marketing our new virtual reference chat service","Bruce Chandler, support systems analyst; Hannah Fisher, AHIP, librarian; Fred Heidenreich, librarian; David K. Howse, assistant librarian; Nga Nguyen, senior library specialist; Joan Schlimgen, librarian; Stefan Walz, support systems analyst; and Cathy Wolfson, librarian; Information Services, Arizona Health Sciences Library, University of Arizona–Tucson","Objective: This poster will report on how marketing efforts affected the usage trends of the Arizona health library's virtual reference chat service. Methods: The Arizona Health Sciences Library (AHSL) is a large academic health sciences library serving diverse populations, including faculty, staff, and students of the colleges of medicine, nursing, pharmacy, and public health, in addition to the practicing health professionals and residents of Arizona. The Information Services staff worked jointly with the head of access services to design and implement a marketing plan for its new virtual reference service, called 'Ask a Health Librarian,' which included a new 'chat' feature. The AHSL launched the 'Ask a Health Librarian' service, which uses Docutek VRLPlus software, to enable patrons to    email and chat interactively with librarians, in September of 2003. Aggressive marketing of the new service was purposefully avoided in the beginning for two reasons: to enable staff to become comfortable with the new technology, and because it was difficult to determine how resource- intensive the service would be to support. Due to initial low use of the chat feature, it became clear that a marketing strategy was needed. Information Services staff collaborated with the head of access services to create posters, bookmarks, colorful Web banners, and icons; to publish news items; and to discuss the service and its availability in various library orientations and instructional classes. It is expected that usage statistics will rise as marketing efforts intensify. Usage statistics will be evaluated against a timeline depicting various marketing strategies. Docutek VRLPlus's built-in patron satisfaction survey will provide valuable data on how the service is being received as well."
"Publicity juggernaut at the University of Maryland Health Sciences and Human Services Library","Diane Fuller, information specialist; Alexa Mayo, AHIP, assistant director, Information and Instructional Services; MJ Tooey, AHIP, executive director; and Bradley Gerhart, information technology support specialist; Health Sciences and Human Services Library, University of Maryland–Baltimore","Objective: This poster reports on traditional and innovative methods used to promote and market library resources, services, and programming to the University of Maryland– Baltimore community. The Health Sciences and Human Services Library (HS/HSL) of the University of Maryland– Baltimore is a large, academic library serving the schools of pharmacy, dentistry, medicine, nursing, and social work and the University of Maryland Medical Center in an urban setting. The HS/HSL also provides selective outreach to area hospitals and library members. Library Administration and Public Services Divisions are responsible for content. Methods: Promotion of the library's services and resources and creating an awareness of the value that the library brings to the campus is essential to its long-term health. This poster will report on a variety of promotional methods used by the HS/ HSL. Successes and a variety of challenges to these promotional activities will also be demonstrated. The HS/HSL uses a systematic and organized approach to marketing and publicity. This poster will describe these approaches, as well as impediments to our success."
"Unearthing the power of data mining to evaluate and manage library collections","Esther E. Carrigan, AHIP, deputy director; Nancy Burford, database and digital services librarian; and Robin R. Sewell, research liaison and reference librarian; Medical Sciences Library, Texas A&M University–College Station","Objective: Collection budgets are greatly stressed in the world of complementary print and electronic resources. Client preferences for full-text journals continue. Purchase of redundant print and online material must be justified. New bibliographic techniques are needed to maximize intellectual  access and use of collection resources. This poster demonstrates the data mining achieved and its use as the basis for collection decisions. Methods: Data was brought together from a variety of sources and analyzed. LIBQUAL customer surveys provided a baseline for satisfaction and expectations for the collection. Print usage statistics for the past 5 years were combined with subscription costs, online usage statistics and broad subject focus information. All titles with fewer than 10 uses per year or a cost per use greater than $30 were evaluated for possible cancellation. Labels were placed on current print issues to alert users to proposed cancellations. Bibliographic and usage data were extracted from the integrated library system for a complete monograph collection evaluation. A data file extracted from the integrated library system was used to populate a list of electronic resources and support a subject presentation of full-text resources on the library Website. Results: Decisions were made to convert nearly a third of current print journal subscriptions to online only. Print only subscriptions with little use were cancelled. Review of the monograph collection resulted in the withdrawal of significant numbers of monographs and enhanced records for many of the items retained. Conclusions: We were successful in our attempt to make collection decisions based on data gathering and analysis. Feedback sought from clients through comment cards, email, focus groups, and surveys strongly affirmed collection decisions made."
"A capital improvement: the remodeling of an academic medical library's reference collection","Nancy A. Bianchi, health sciences librarian, and Carroll Guitar, health sciences librarian, Dana Medical Library, University of Vermont–Burlington","Objective: This poster describes a contemporary approach to revitalizing a traditional paper reference collection in an academic medical library. Methods: The reference collection—traditional print resources, standing like an island in a sea of glitzy electronic databases—we all have one in our libraries, yet its resources often are undervalued for their scholarly content and vastly underutilized by our patrons. When the library was forced to move to temporary quarters, it became all too apparent that the time was ripe for some capital improvements to the reference collection. What followed was a systematic review of each title on the shelves of reference. Our ultimate goal is to eventually move a contemporary reference collection, which is responsive to both academic and clinical information needs, into our new state-of-the-art facility. Results: Our sixteen-month long collection review project witnessed a much needed reexamination of the collection development philosophy, quality improvements to the supporting infrastructure, and a unique approach to blending a document's current Web site with its traditional paper resource, where available. Conclusions: These capital improvements to our traditional reference collection have paved the way for remodeling and  building a reference collection for the 21st century in an academic medical library."
"Core journal evaluation study: method and data analysis","Jane L. Blumenthal, AHIP, assistant dean, Knowledge Management, and director, and Vani K. Murthy, assistant director, Collections and Systems, Dahlgren Memorial Library, Georgetown University, Washington, DC","Objective: This poster will present results of a journal assessment study conducted at an academic medical library. The purpose of this study was to identify a set of core journals by using a method that encouraged faculty participation and emphasized user needs. This was to ensure that library funds are initially appropriated for journals that are of greatest importance to users. Setting/Population: This study was conducted in an academic medical library that serves approximately 5,000 students, faculty members, staff, and physicians. Around 750 faculty members were invited to participate in the evaluation of journals. Methodology: In 2000/01, the medical library began the process of developing a core journal study. Factors to be used in the study were carefully selected and were used in a formula that was applied to the entire journal collection. Impact factor, half life, Brandon/Hill rating, faculty rating, faculty publication data, cost per use, interlibrary loan data, and indexing information were some of the factors used in the formula to determine the core collection. The SAS program was used to determine the relationship between some of these factors. Relationships between the different factors used in the formula will be analyzed and displayed graphically on this poster. Results: Journals were sorted in descending order based on the formula and a core journal line was drawn. Titles above the line were identified as core journals and were associated with a high impact factor and faculty rating. While many journals below the core line had low impact factors, faculty rated some of them as essential. A closer examination showed that these were mostly new titles or nursing journals. Data analysis also revealed that there was no correlation between faculty rating and the Brandon/Hill rating or the impact factors. However, there was a correlation between journal usage and faculty rating. Conclusions: This study was successful in defining the core collection, and was helpful in identifying journals to discontinue or retain only in electronic format. Data analysis suggests that future journals' selection cannot depend primarily on Brandon/Hill rating or the impact factor but must draw heavily on faculty recommendations."
